78.7223193958	0.0
78.8547667944	0.0
79.0171539048	0.0
79.1835842369	0.0
79.35133358	0.0
79.5193814497	0.0
79.6883167001	0.0
79.8355661642	0.0
79.9545989477	0.0
80.0954869768	0.0
80.2001530702	0.0
80.313883883	0.0
80.4349896466	0.0
80.5994530617	0.0
80.7549929162	0.0
80.9202749184	0.0
81.087708198	0.0
81.2556417393	0.0
81.4237225041	0.0
81.5918320315	0.0
81.759937976	0.0
81.9280522717	0.0
82.0961650641	0.0
82.2642736908	0.0
82.4323829533	0.0
82.6004897985	0.0
82.7117839948	0.0
82.8212831327	0.0
82.9219487775	0.0
83.0231264444	0.0
83.1237524728	0.0
83.2715637622	0.0
83.4048970977	0.0
83.5672623862	0.0
83.7338613531	0.0
83.9016161268	0.0
84.0696518107	0.0
84.2377154822	0.0
84.4058054593	0.0
84.5739035359	0.0
84.7420143746	0.0
84.9101316042	0.0
85.077408203	0.0
85.2428560916	0.0
85.4086327725	0.0
85.5753508824	0.0
85.7431268026	0.0
85.9111944081	0.0
86.0792479468	0.0
86.2473460632	0.0
86.4154560542	0.0
86.5835624622	0.0
86.7516742546	0.0
86.9197745168	0.0
87.0878805871	0.0
87.2559763855	0.0
87.4240738926	0.0
87.592201765	0.0
87.7603339156	0.0
87.9284667021	0.0
88.09659574	0.0
88.2647200428	0.0
88.432845829	0.0
88.6009660786	0.0
88.7690848248	0.0
88.9372077698	0.0
89.1053219729	0.0
89.273436315	0.0
89.4415491007	0.0
89.6096592639	0.0
89.7777672084	0.0
89.9458735569	0.0
90.1139743489	0.0
90.2820700877	0.0
90.4501714559	0.0
90.6182702279	0.0
90.7863690861	0.0
90.9544649574	0.0
91.1225626499	0.0
91.290656541	0.0
91.4587570284	0.0
91.6268545752	0.0
91.7949605727	0.0
91.9630649078	0.0
92.1311715742	0.0
92.2992842606	0.0
92.4673977285	0.0
92.62625131	0.0
92.7543585498	0.0
92.860434174	0.0
92.9871672552	0.0
93.1030805186	0.0
93.2055806827	0.0
93.3069973489	0.0
93.4422079758	0.0
93.5662340177	0.0
93.7013129978	0.0
93.8066508191	0.0
93.9512990305	0.0
94.1160300407	0.0
94.2833799929	0.0
94.4513268195	0.0
94.6173940864	0.0
94.7580722641	0.0
94.8728806643	0.0
95.0081701846	0.0
95.1335012834	0.0
95.2343264485	0.0
95.340427989	0.0
95.4475664003	0.0
95.6000691862	0.0
95.765955149	0.0
95.9335783886	0.0
96.1015943168	0.0
96.2696981022	0.0
96.437821895	0.0
96.6059359987	0.0
96.7740465261	0.0
96.9421706235	0.0
97.110292754	0.0
97.2784134142	0.0
97.4465287033	0.0
97.6146481847	0.0
97.7827631361	0.0
97.9508735509	0.0
98.1169842894	0.0
98.2528849759	0.0
98.3674658155	0.0
98.5010242546	0.0
98.6237586009	0.0
98.7239352798	0.0
98.8574585694	0.0
98.9820378368	0.0
99.1345438943	0.0
99.3005855974	0.0
99.4682236984	0.0
99.636283542	0.0
99.8043521011	0.0
99.9724424225	0.0
100.140539704	0.0
100.308638404	0.0
100.476729142	0.0
100.644825808	0.0
100.812934024	0.0
100.981039585	0.0
101.149146417	0.0
101.317254891	0.0
101.485363889	0.0
101.653475721	0.0
101.821585831	0.0
101.989695279	0.0
102.157805018	0.0
102.325919082	0.0
102.494032497	0.0
102.662148448	0.0
102.830261711	0.0
102.980094586	0.0
103.102529391	0.0
103.245148723	0.0
103.351178687	0.0
103.463791013	0.0
103.579126279	0.0
103.73154436	0.0
103.874567809	0.0
103.976404446	0.0
104.083802007	0.0
